,uid,Visibility,Wind speed (gust),Surface pressure,Orography,Temperature,Plant canopy surface water,Water equivalent of accumulated snow depth (deprecated),Snow cover,Snow depth,Percent frozen precipitation,Precipitation rate,Categorical snow,Categorical ice pellets,Categorical freezing rain,Categorical rain,Forecast surface roughness,Frictional velocity,Instantaneous surface sensible heat flux,Latent heat net flux,Ground heat flux,Vegetation Type,Convective available potential energy,Convective inhibition,Downward short-wave radiation flux,Downward long-wave radiation flux,Upward short-wave radiation flux,Upward long-wave radiation flux,Visible Beam Downward Solar Flux,Visible Diffuse Downward Solar Flux,Boundary layer height,Land-sea mask,Sea ice area fraction,Vegetation,unknown,Leaf Area Index,Cloud Forcing Net Solar Flux,Lightning
74,bhqz,13900.0,3.620527982711792,100980.0,121.99525451660156,280.3392333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5582000017166138,0.15000000596046448,-5.0,11.0,22.0,4.0,0.0,-25.0,0.0,334.6000061035156,0.0,350.06195068359375,0.0,0.0,968.707275390625,1.0,0.0,,,,,
75,iher,16200.0,4.878325462341309,100010.0,128.96400451660156,298.57177734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6632000207901001,0.1899999976158142,-13.0,1.0,42.0,4.0,350.0,-35.0,0.0,391.70001220703125,0.0,450.4371643066406,0.0,0.0,400.9217529296875,1.0,0.0,,,,,
76,hfna,20600.0,1.9333356618881226,102180.0,113.99525451660156,274.21612548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6378999948501587,0.029999999329447746,-2.0,0.0,72.0,5.0,0.0,0.0,0.0,239.5,0.0,301.29693603515625,0.0,0.0,38.28825759887695,1.0,0.0,,,,,
77,bvee,13600.0,3.308027982711792,100990.0,121.68275451660156,280.1517333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5864999890327454,0.15000000596046448,-6.0,11.0,20.0,4.0,0.0,0.0,0.0,334.20001220703125,0.0,349.18695068359375,0.0,0.0,904.644775390625,1.0,0.0,,,,,
78,iing,13100.0,9.190825462341309,100230.0,112.58900451660156,297.50927734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.18979999423027039,0.20000000298023224,-18.0,12.0,43.0,12.0,1040.0,-42.0,0.0,395.79998779296875,0.0,444.1871643066406,0.0,0.0,155.1717529296875,1.0,0.0,,,,,
79,ifgj,21800.0,2.433335542678833,102080.0,121.99525451660156,274.21612548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7031000256538391,0.03999999910593033,-3.0,1.0,71.0,5.0,0.0,0.0,0.0,239.6999969482422,0.0,301.29693603515625,0.0,0.0,41.66325759887695,1.0,0.0,,,,,
80,cknh,15200.0,4.120528221130371,101450.0,85.49525451660156,281.4642333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.625,0.10999999940395355,-3.0,10.0,25.0,5.0,0.0,-6.0,0.0,335.29998779296875,0.0,355.93695068359375,0.0,0.0,985.707275390625,1.0,0.0,,,,,
81,aagm,17800.0,7.980216026306152,99650.0,152.46400451660156,298.7107238769531,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6315000057220459,0.44999998807907104,-23.0,30.0,34.0,5.0,1370.0,-20.0,0.0,416.70001220703125,0.0,424.4386901855469,0.0,0.0,371.75006103515625,1.0,0.0,,,,,
82,ioxx,16200.0,4.878325462341309,100010.0,128.96400451660156,298.57177734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6632000207901001,0.1899999976158142,-13.0,1.0,42.0,4.0,350.0,-35.0,0.0,391.70001220703125,0.0,450.4371643066406,0.0,0.0,400.9217529296875,1.0,0.0,,,,,
83,ighf,21800.0,2.433335542678833,102080.0,121.99525451660156,274.21612548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7031000256538391,0.03999999910593033,-3.0,1.0,71.0,5.0,0.0,0.0,0.0,239.6999969482422,0.0,301.29693603515625,0.0,0.0,41.66325759887695,1.0,0.0,,,,,
84,clkk,15200.0,4.120528221130371,101450.0,85.49525451660156,281.4642333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.625,0.10999999940395355,-3.0,10.0,25.0,5.0,0.0,-6.0,0.0,335.29998779296875,0.0,355.93695068359375,0.0,0.0,985.707275390625,1.0,0.0,,,,,
85,aelv,15800.0,8.167716026306152,100290.0,97.99525451660156,297.8982238769531,0.5,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.748199999332428,0.36000001430511475,-25.0,40.0,41.0,5.0,1350.0,-20.0,0.0,409.5,0.0,419.5636901855469,0.0,0.0,348.06256103515625,1.0,0.0,,,,,
86,ipbl,20500.0,1.9333356618881226,102080.0,121.99525451660156,274.09112548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7324000000953674,0.029999999329447746,-3.0,0.0,71.0,5.0,0.0,0.0,0.0,239.5,0.0,300.79693603515625,0.0,0.0,37.53825759887695,1.0,0.0,,,,,
87,iozm,16200.0,4.878325462341309,100010.0,128.96400451660156,298.57177734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6632000207901001,0.1899999976158142,-13.0,1.0,42.0,4.0,350.0,-35.0,0.0,391.70001220703125,0.0,450.4371643066406,0.0,0.0,400.9217529296875,1.0,0.0,,,,,
88,cpkf,14000.0,4.620528221130371,100980.0,121.99525451660156,280.4017333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.19859999418258667,0.12999999523162842,-5.0,10.0,20.0,8.0,0.0,0.0,0.0,335.6000061035156,0.0,350.43695068359375,0.0,0.0,909.457275390625,1.0,0.0,,,,,
89,amap,15800.0,7.667716026306152,100020.0,121.99525451660156,297.9607238769531,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.714900016784668,0.4099999964237213,-25.0,20.0,28.0,5.0,1450.0,-10.0,0.0,407.70001220703125,0.0,420.3136901855469,0.0,0.0,369.12506103515625,1.0,0.0,,,,,
90,ivcv,20600.0,1.9333356618881226,102180.0,113.99525451660156,274.21612548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6378999948501587,0.029999999329447746,-2.0,0.0,72.0,5.0,0.0,0.0,0.0,239.5,0.0,301.29693603515625,0.0,0.0,38.28825759887695,1.0,0.0,,,,,
91,iylw,16800.0,4.815825462341309,100080.0,121.99525451660156,299.00927734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6632000207901001,0.23000000417232513,-13.0,3.0,47.0,5.0,340.0,-37.0,0.0,391.6000061035156,0.0,453.1871643066406,0.0,0.0,398.4217529296875,1.0,0.0,,,,,
92,deaj,19800.0,6.183028221130371,101580.0,73.74525451660156,291.5267333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.25,87.0,226.0,0.0,17.0,10.0,0.0,0.0,339.0,0.0,409.68695068359375,0.0,0.0,1058.207275390625,0.0,0.0,,,,,
93,aryw,16000.0,7.792716026306152,100110.0,113.99525451660156,298.2732238769531,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6729999780654907,0.4399999976158142,-23.0,20.0,33.0,5.0,1430.0,-10.0,0.0,408.6000061035156,0.0,422.0636901855469,0.0,0.0,377.25006103515625,1.0,0.0,,,,,
94,jbhy,23500.0,0.9958356618881226,102390.0,97.99525451660156,274.84112548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7411999702453613,0.029999999329447746,-2.0,0.0,76.0,5.0,0.0,0.0,0.0,239.0,0.0,304.17193603515625,0.0,0.0,39.28825759887695,1.0,0.0,,,,,
95,jpcg,15500.0,3.4408257007598877,99330.0,192.08900451660156,296.44677734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.07000000029802322,-5.0,1.0,43.0,5.0,30.0,-116.0,0.0,384.29998779296875,0.0,437.8121643066406,0.0,0.0,42.9842529296875,1.0,0.0,,,,,
96,dqrz,16600.0,5.370528221130371,101370.0,91.77650451660156,280.7767333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30000001192092896,-17.0,33.0,27.0,13.0,0.0,0.0,0.0,337.29998779296875,0.0,352.31195068359375,0.0,0.0,963.769775390625,1.0,0.0,,,,,
97,ayrn,17800.0,7.980216026306152,99650.0,152.46400451660156,298.7107238769531,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6315000057220459,0.44999998807907104,-23.0,30.0,34.0,5.0,1370.0,-20.0,0.0,416.70001220703125,0.0,424.4386901855469,0.0,0.0,371.75006103515625,1.0,0.0,,,,,
98,jcgc,22700.0,1.1833356618881226,102570.0,83.24525451660156,274.71612548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5562999844551086,0.029999999329447746,-2.0,0.0,75.0,5.0,0.0,0.0,0.0,237.8000030517578,0.0,303.67193603515625,0.0,0.0,42.10075759887695,1.0,0.0,,,,,
99,kbog,16800.0,4.815825462341309,100080.0,121.99525451660156,299.00927734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6632000207901001,0.23000000417232513,-13.0,3.0,47.0,5.0,340.0,-37.0,0.0,391.6000061035156,0.0,453.1871643066406,0.0,0.0,398.4217529296875,1.0,0.0,,,,,
100,ecpz,19100.0,6.308028221130371,101560.0,75.99525451660156,291.5267333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.20999999344348907,80.0,201.0,0.0,17.0,0.0,-1.0,0.0,336.70001220703125,0.0,409.68695068359375,0.0,0.0,1021.019775390625,0.0,0.0,,,,,
101,lhzp,23500.0,0.9958356618881226,102390.0,97.99525451660156,274.84112548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7411999702453613,0.029999999329447746,-2.0,0.0,76.0,5.0,0.0,0.0,0.0,239.0,0.0,304.17193603515625,0.0,0.0,39.28825759887695,1.0,0.0,,,,,
102,bvtq,15800.0,7.667716026306152,100020.0,121.99525451660156,297.9607238769531,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.714900016784668,0.4099999964237213,-25.0,20.0,28.0,5.0,1450.0,-10.0,0.0,407.70001220703125,0.0,420.3136901855469,0.0,0.0,369.12506103515625,1.0,0.0,,,,,
103,kgqh,14200.0,8.503325462341309,100300.0,106.68275451660156,297.82177734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.31470000743865967,0.15000000596046448,-12.0,10.0,44.0,12.0,860.0,-47.0,0.0,397.6000061035156,0.0,446.1871643066406,0.0,0.0,158.2967529296875,1.0,0.0,,,,,
104,egkp,16600.0,5.370528221130371,101370.0,91.77650451660156,280.7767333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30000001192092896,-17.0,33.0,27.0,13.0,0.0,0.0,0.0,337.29998779296875,0.0,352.31195068359375,0.0,0.0,963.769775390625,1.0,0.0,,,,,
105,aarq,10000.0,4.811827182769775,102760.0,1.9952545166015625,279.8177795410156,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11999999731779099,-8.0,0.0,0.0,13.0,0.0,0.0,0.0,345.8999938964844,0.0,347.6059875488281,0.0,0.0,437.6005554199219,1.0,0.0,,,,,
106,mgfc,24600.0,2.120835542678833,101700.0,152.46400451660156,274.40362548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6040999889373779,0.03999999910593033,-3.0,0.0,73.0,5.0,0.0,0.0,0.0,237.60000610351562,0.0,302.04693603515625,0.0,0.0,37.10075759887695,1.0,0.0,,,,,
107,cove,15800.0,8.167716026306152,100290.0,97.99525451660156,297.8982238769531,0.5,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.748199999332428,0.36000001430511475,-25.0,40.0,41.0,5.0,1350.0,-20.0,0.0,409.5,0.0,419.5636901855469,0.0,0.0,348.06256103515625,1.0,0.0,,,,,
108,kngd,16800.0,4.815825462341309,100080.0,121.99525451660156,299.00927734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6632000207901001,0.23000000417232513,-13.0,3.0,47.0,5.0,340.0,-37.0,0.0,391.6000061035156,0.0,453.1871643066406,0.0,0.0,398.4217529296875,1.0,0.0,,,,,
109,ewbv,14000.0,4.620528221130371,100980.0,121.99525451660156,280.4017333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.19859999418258667,0.12999999523162842,-5.0,10.0,20.0,8.0,0.0,0.0,0.0,335.6000061035156,0.0,350.43695068359375,0.0,0.0,909.457275390625,1.0,0.0,,,,,
110,eodb,22600.0,1.8743274211883545,101260.0,56.15150451660156,278.9427795410156,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.12330000102519989,0.05000000074505806,-8.0,0.0,62.0,9.0,0.0,0.0,0.0,263.20001220703125,0.0,343.2309875488281,0.0,0.0,111.85054779052734,1.0,0.0,,,,,
111,mtey,18800.0,1.6208356618881226,102760.0,68.05775451660156,274.96612548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6118000149726868,0.029999999329447746,-2.0,1.0,78.0,5.0,0.0,0.0,0.0,238.8000030517578,0.0,304.67193603515625,0.0,0.0,32.35075759887695,1.0,0.0,,,,,
112,cqgm,15800.0,8.167716026306152,100290.0,97.99525451660156,297.8982238769531,0.5,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.748199999332428,0.36000001430511475,-25.0,40.0,41.0,5.0,1350.0,-20.0,0.0,409.5,0.0,419.5636901855469,0.0,0.0,348.06256103515625,1.0,0.0,,,,,
113,fnye,19500.0,6.308028221130371,101560.0,75.96400451660156,291.5267333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.20999999344348907,79.0,201.0,0.0,17.0,0.0,0.0,0.0,335.3999938964844,0.0,409.68695068359375,0.0,0.0,1022.019775390625,0.0,0.0,,,,,
114,liod,16200.0,4.878325462341309,100010.0,128.96400451660156,298.57177734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6632000207901001,0.1899999976158142,-13.0,1.0,42.0,4.0,350.0,-35.0,0.0,391.70001220703125,0.0,450.4371643066406,0.0,0.0,400.9217529296875,1.0,0.0,,,,,
115,ikfl,40900.0,9.561827659606934,101840.0,14.995254516601562,283.1302795410156,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0982000008225441,0.4099999964237213,-63.0,0.0,35.0,12.0,0.0,0.0,0.0,262.8999938964844,0.0,364.2309875488281,0.0,0.0,399.1630554199219,1.0,0.0,,,,,
116,mwwx,21800.0,2.433335542678833,102080.0,121.99525451660156,274.21612548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7031000256538391,0.03999999910593033,-3.0,1.0,71.0,5.0,0.0,0.0,0.0,239.6999969482422,0.0,301.29693603515625,0.0,0.0,41.66325759887695,1.0,0.0,,,,,
117,gqca,13900.0,3.620527982711792,100980.0,121.99525451660156,280.3392333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5582000017166138,0.15000000596046448,-5.0,11.0,22.0,4.0,0.0,-25.0,0.0,334.6000061035156,0.0,350.06195068359375,0.0,0.0,968.707275390625,1.0,0.0,,,,,
118,dakl,15800.0,7.667716026306152,100020.0,121.99525451660156,297.9607238769531,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.714900016784668,0.4099999964237213,-25.0,20.0,28.0,5.0,1450.0,-10.0,0.0,407.70001220703125,0.0,420.3136901855469,0.0,0.0,369.12506103515625,1.0,0.0,,,,,
119,ljah,16800.0,4.815825462341309,100080.0,121.99525451660156,299.00927734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6632000207901001,0.23000000417232513,-13.0,3.0,47.0,5.0,340.0,-37.0,0.0,391.6000061035156,0.0,453.1871643066406,0.0,0.0,398.4217529296875,1.0,0.0,,,,,
120,luju,10000.0,4.811827182769775,102760.0,1.9952545166015625,279.8177795410156,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11999999731779099,-8.0,0.0,0.0,13.0,0.0,0.0,0.0,345.8999938964844,0.0,347.6059875488281,0.0,0.0,437.6005554199219,1.0,0.0,,,,,
121,hocv,13600.0,3.308027982711792,100990.0,121.68275451660156,280.1517333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5864999890327454,0.15000000596046448,-6.0,11.0,20.0,4.0,0.0,0.0,0.0,334.20001220703125,0.0,349.18695068359375,0.0,0.0,904.644775390625,1.0,0.0,,,,,
122,dpzn,15800.0,7.667716026306152,100020.0,121.99525451660156,297.9607238769531,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.714900016784668,0.4099999964237213,-25.0,20.0,28.0,5.0,1450.0,-10.0,0.0,407.70001220703125,0.0,420.3136901855469,0.0,0.0,369.12506103515625,1.0,0.0,,,,,
123,lxbn,14200.0,8.503325462341309,100300.0,106.68275451660156,297.82177734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.31470000743865967,0.15000000596046448,-12.0,10.0,44.0,12.0,860.0,-47.0,0.0,397.6000061035156,0.0,446.1871643066406,0.0,0.0,158.2967529296875,1.0,0.0,,,,,
124,npqt,23500.0,0.9958356618881226,102390.0,97.99525451660156,274.84112548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7411999702453613,0.029999999329447746,-2.0,0.0,76.0,5.0,0.0,0.0,0.0,239.0,0.0,304.17193603515625,0.0,0.0,39.28825759887695,1.0,0.0,,,,,
125,nsge,38900.0,9.561827659606934,101810.0,16.776504516601562,282.5052795410156,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.1404999941587448,0.3700000047683716,-59.0,10.0,39.0,12.0,0.0,0.0,0.0,262.29998779296875,0.0,361.2309875488281,0.0,0.0,397.3505554199219,1.0,0.0,,,,,
126,jrud,10300.0,2.308027982711792,98440.0,348.5264892578125,274.2142333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3303000032901764,0.05000000074505806,-3.0,0.0,63.0,12.0,10.0,-1.0,0.0,239.0,0.0,320.56195068359375,0.0,0.0,800.957275390625,1.0,0.0,,,,,
127,drqu,16200.0,8.167716026306152,100720.0,61.18275451660156,298.3982238769531,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6212000250816345,0.38999998569488525,-23.0,30.0,44.0,5.0,1400.0,-10.0,0.0,412.1000061035156,0.0,422.4386901855469,0.0,0.0,382.00006103515625,1.0,0.0,,,,,
128,medb,13600.0,1.6283255815505981,95780.0,521.5577392578125,290.82177734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.03999999910593033,-4.0,1.0,55.0,4.0,20.0,-188.0,0.0,337.79998779296875,0.0,405.5621643066406,0.0,0.0,163.3592529296875,1.0,0.0,,,,,
129,nvoy,20600.0,1.9333356618881226,102180.0,113.99525451660156,274.21612548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6378999948501587,0.029999999329447746,-2.0,0.0,72.0,5.0,0.0,0.0,0.0,239.5,0.0,301.29693603515625,0.0,0.0,38.28825759887695,1.0,0.0,,,,,
130,pugx,10000.0,4.811827182769775,102760.0,1.9952545166015625,279.8177795410156,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11999999731779099,-8.0,0.0,0.0,13.0,0.0,0.0,0.0,345.8999938964844,0.0,347.6059875488281,0.0,0.0,437.6005554199219,1.0,0.0,,,,,
131,jvha,19400.0,6.183028221130371,101570.0,75.02650451660156,291.5267333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.2199999988079071,82.0,207.0,0.0,17.0,0.0,-1.0,0.0,334.29998779296875,0.0,409.68695068359375,0.0,0.0,1037.019775390625,0.0,0.0,,,,,
132,dxqb,16200.0,8.167716026306152,100720.0,61.18275451660156,298.3982238769531,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6212000250816345,0.38999998569488525,-23.0,30.0,44.0,5.0,1400.0,-10.0,0.0,412.1000061035156,0.0,422.4386901855469,0.0,0.0,382.00006103515625,1.0,0.0,,,,,
133,aauw,13800.0,8.233237266540527,100010.0,121.99525451660156,295.03582763671875,0.4000000059604645,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5364999771118164,0.4399999976158142,-28.0,7.0,9.0,5.0,860.0,-24.0,0.0,397.1000061035156,0.0,403.9794921875,0.0,0.0,306.0049133300781,1.0,0.0,,,,,
134,mjpc,16200.0,4.878325462341309,100010.0,128.96400451660156,298.57177734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6632000207901001,0.1899999976158142,-13.0,1.0,42.0,4.0,350.0,-35.0,0.0,391.70001220703125,0.0,450.4371643066406,0.0,0.0,400.9217529296875,1.0,0.0,,,,,
135,qnte,23800.0,2.3743274211883545,101240.0,56.21400451660156,279.6302795410156,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.10939999669790268,0.05000000074505806,-8.0,0.0,66.0,12.0,0.0,0.0,0.0,262.79998779296875,0.0,346.6059875488281,0.0,0.0,110.22554779052734,1.0,0.0,,,,,
136,kfyu,14800.0,4.183028221130371,101080.0,113.99525451660156,280.4642333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.17000000178813934,-7.0,13.0,22.0,5.0,0.0,0.0,0.0,334.70001220703125,0.0,350.68695068359375,0.0,0.0,976.644775390625,1.0,0.0,,,,,
137,nxua,21800.0,2.433335542678833,102080.0,121.99525451660156,274.21612548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7031000256538391,0.03999999910593033,-3.0,1.0,71.0,5.0,0.0,0.0,0.0,239.6999969482422,0.0,301.29693603515625,0.0,0.0,41.66325759887695,1.0,0.0,,,,,
138,ghzw,12900.0,8.545737266540527,100360.0,91.46400451660156,294.59832763671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5964999794960022,0.2800000011920929,-17.0,-6.0,11.0,13.0,870.0,-35.0,0.0,393.8999938964844,0.0,375.7294921875,0.0,0.0,262.9424133300781,1.0,0.0,,,,,
139,odam,16500.0,9.190825462341309,100680.0,68.99525451660156,299.00927734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.4787999987602234,0.3199999928474426,-25.0,6.0,35.0,5.0,250.0,-123.0,0.0,396.5,0.0,453.1871643066406,0.0,0.0,425.7342529296875,1.0,0.0,,,,,
140,errq,15700.0,7.855216026306152,100020.0,121.99525451660156,298.1482238769531,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7475000023841858,0.46000000834465027,-23.0,20.0,30.0,5.0,1410.0,-10.0,0.0,407.5,0.0,421.1886901855469,0.0,0.0,364.56256103515625,1.0,0.0,,,,,
141,vdcz,10000.0,4.811827182769775,102760.0,1.9952545166015625,279.8177795410156,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11999999731779099,-8.0,0.0,0.0,13.0,0.0,0.0,0.0,345.8999938964844,0.0,347.6059875488281,0.0,0.0,437.6005554199219,1.0,0.0,,,,,
142,klyx,15200.0,4.120528221130371,101450.0,85.49525451660156,281.4642333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.625,0.10999999940395355,-3.0,10.0,25.0,5.0,0.0,-6.0,0.0,335.29998779296875,0.0,355.93695068359375,0.0,0.0,985.707275390625,1.0,0.0,,,,,
143,hrll,12900.0,8.545737266540527,100360.0,91.46400451660156,294.59832763671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5964999794960022,0.2800000011920929,-17.0,-6.0,11.0,13.0,870.0,-35.0,0.0,393.8999938964844,0.0,375.7294921875,0.0,0.0,262.9424133300781,1.0,0.0,,,,,
144,esoi,17500.0,7.980216026306152,100520.0,75.96400451660156,298.8982238769531,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,1.0,0.7343000173568726,0.4099999964237213,-20.0,30.0,31.0,5.0,1310.0,-30.0,0.0,424.1000061035156,0.0,425.3136901855469,0.0,0.0,361.31256103515625,1.0,0.0,,,,,
145,qfdi,21800.0,2.433335542678833,102080.0,121.99525451660156,274.21612548828125,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.7031000256538391,0.03999999910593033,-3.0,1.0,71.0,5.0,0.0,0.0,0.0,239.6999969482422,0.0,301.29693603515625,0.0,0.0,41.66325759887695,1.0,0.0,,,,,
146,ojxe,16500.0,9.190825462341309,100680.0,68.99525451660156,299.00927734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.4787999987602234,0.3199999928474426,-25.0,6.0,35.0,5.0,250.0,-123.0,0.0,396.5,0.0,453.1871643066406,0.0,0.0,425.7342529296875,1.0,0.0,,,,,
147,lcdz,10500.0,1.9330281019210815,98180.0,369.9952392578125,273.7142333984375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6154000163078308,0.03999999910593033,-3.0,0.0,64.0,4.0,10.0,-1.0,0.0,238.39999389648438,0.0,318.06195068359375,0.0,0.0,903.582275390625,1.0,0.0,,,,,
148,ifvh,12900.0,8.545737266540527,100360.0,91.46400451660156,294.59832763671875,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.5964999794960022,0.2800000011920929,-17.0,-6.0,11.0,13.0,870.0,-35.0,0.0,393.8999938964844,0.0,375.7294921875,0.0,0.0,262.9424133300781,1.0,0.0,,,,,
149,eszp,16200.0,8.167716026306152,100720.0,61.18275451660156,298.3982238769531,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6212000250816345,0.38999998569488525,-23.0,30.0,44.0,5.0,1400.0,-10.0,0.0,412.1000061035156,0.0,422.4386901855469,0.0,0.0,382.00006103515625,1.0,0.0,,,,,
150,orcf,16200.0,4.878325462341309,100010.0,128.96400451660156,298.57177734375,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.6632000207901001,0.1899999976158142,-13.0,1.0,42.0,4.0,350.0,-35.0,0.0,391.70001220703125,0.0,450.4371643066406,0.0,0.0,400.9217529296875,1.0,0.0,,,,,
